organisationid,companyname,EntryType,ProductType,productid,productname,producername,awardname,winecolour,tastingcategory,tastingnotes,alcoholpercentage,countryname,organisationaddressid,contactid,categoryreference,categorysubtype,orderproductref,orderrefid,eventrefid,,Spirit type/ grape
104012,Bladnoch Distillery Ltd,On Line,Spirits,10181402,Bladnoch Adela 15 Y O Single Malt Scotch Whisky,Bladnoch Distillery Ltd,Bronze,,Whisky - Scotch - Single Malt - Lowland - 12-15YO Cask Finish,,46.7,Scotland,10146027,10146028,31e(i),Whisky - Scotch,14601,2958,22,,Whisky
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10185118,Blended Scotch Whisky 3 Queen Margot,Lidl Stiftung & Co Kg,Silver,,Whisky - Scotch - Blended - NoAge Stated,,40,Scotland,10185112,10185113,31a,Whisky - Scotch,15470,3095,22,,Whisky
112889,Marks & Spencer plc,On Line,Spirits,10186266,Speyside Single Malt Scotch Whisky 12 YO ,Marks & Spencer plc,Silver,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,40,Scotland,214563,10002684,31e,Whisky - Scotch,15613,3111,22,,Whisky
112889,Marks & Spencer plc,On Line,Spirits,10186267,Kenmore Whisky ,Marks & Spencer plc,Silver Outstanding,,Whisky - Scotch - Blended - 5-8 YO,,40,Scotland,214563,10002684,31a,Whisky - Scotch,15612,3111,22,,Whisky
112889,Marks & Spencer plc,On Line,Spirits,10186269,M&S 6 Isles Scotch Whiskey,Marks & Spencer plc,Silver Outstanding,,Whisky - Scotch - Blended Malt - No Age Stated,,40,Scotland,214563,10002684,31d,Whisky - Scotch,15621,3111,22,,Whisky
112889,Marks & Spencer plc,On Line,Spirits,10186288,M&S Blended Scotch Whisky,Marks & Spencer plc,Silver,,Whisky - Scotch - Blended - NoAge Stated,,40,Scotland,214563,10002684,31a,Whisky - Scotch,15610,3111,22,,Whisky
118217,The Vintage Malt Whisky Co Ltd,On Line,Spirits,10188450,Islay Storm Islay Single Malt Scotch Whisky,,Silver Outstanding,,Whisky - Scotch -Single Malt - Islay - No Age Stated,,40,Scotland,220293,10133811,31e,Whisky - Scotch,16248,3201,22,,Whisky
102180,Bardinet SAS,On Line,Spirits,10191681,Sir Edward's Finest Blended Scotch Whisky,Bardinet SAS,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,10137774,10137775,31a,Whisky - Scotch,16957,3331,22,,Whisky
102180,Bardinet SAS,On Line,Spirits,10191682,Sir Edward's Smoky Blended Scotch Whisky ,Bardinet SAS,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,10137774,10137775,31a,Whisky - Scotch,16962,3331,22,,Whisky
111693,La Martiniquaise,On Line,Spirits,10193081,Glen Turner Single Malt Scotch Whisky 12YO ,La Martiniquaise,Silver,,Whisky - Scotch - Single Malt - Highland - 12-13YO,,40,Scotland,10093366,10193075,31e,Whisky - Scotch,17032,3346,22,,Whisky
111693,La Martiniquaise,On Line,Spirits,10193082,Glen Turner Heritage Single Malt Scotch Whisky,La Martiniquaise,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,40,Scotland,10093366,10193075,31e(i),Whisky - Scotch,17031,3346,22,,Whisky
112851,Marie Brizard Wine & Spirits,On Line,Spirits,10193636,William Peel Double Maturation Blended Scotch Whisky,Marie Brizard Wine & Spirits,Silver Outstanding,,Whisky - Scotch - Blended - NoAge Stated,,40,Scotland,214515,10134500,31a,Whisky - Scotch,17212,3383,22,,Whisky
112851,Marie Brizard Wine & Spirits,On Line,Spirits,10193637,Glenroger's Blended Malt Scotch Whisky 8 YO,Marie Brizard Wine & Spirits,Silver,,Whisky - Scotch - Blended Malt - 5-12YO,,40,Scotland,214515,10134500,31d,Whisky - Scotch,17213,3383,22,,Whisky
112851,Marie Brizard Wine & Spirits,On Line,Spirits,10193640,William Peel Blended Scotch Whisky,Marie Brizard Wine & Spirits,Silver,,Whisky - Scotch - Blended - NoAge Stated,,40,Scotland,214515,10134500,31a,Whisky - Scotch,17211,3383,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193662,Walton Blended Scotch Whisky,Quality Spirits International,Silver,,Whisky - Scotch - Blended - NoAge Stated,,43,Scotland,217140,10193659,31a,Whisky - Scotch,17286,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193663,Great Macaulay Blended Scotch Whisky,Quality Spirits International,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17284,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193664,MacQueens Blended Scotch Whisky 15YO,Quality Spirits International,Gold,,Whisky - Scotch - Blended - 12-15 YO,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17283,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193665,MacQueens Blended Scotch Whisky 12YO,Quality Spirits International,Gold,,Whisky - Scotch - Blended - 12-15 YO,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17281,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193667,Glenbrynth Blended Scotch Whisky ,Quality Spirits International,Silver,,Whisky - Scotch - Blended - No Age Stated,,43,Scotland,217140,10193659,31a,Whisky - Scotch,17289,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193669,Royal Label Blended Scotch Whisky,Quality Spirits International,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17293,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193670,Black Stripe Blended Scotch Whisky,Quality Spirits International,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17291,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193671,Highland Bird Scotch Whisky Blended Scotch Whisky,Quality Spirits International,Bronze,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17268,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193672,Grangestone Single Malt Scotch Whisky 21YO,Quality Spirits International,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,40,Scotland,217140,10193659,31e,Whisky - Scotch,17280,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193674,James King Blended Scotch Whisky,Quality Spirits International,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17271,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193675,Highland Reserve Blended Scotch Whisky,Quality Spirits International,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,217140,10193659,31a,Whisky - Scotch,17269,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193676,Spey River Single Malt in Rum Cask Finish ,Quality Spirits International,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Finish,,40,Scotland,217140,10193659,31e(i),Whisky - Scotch,17274,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193677,Spey River Single Malt in Sherry Cask Finish,Quality Spirits International,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Finish,,40,Scotland,217140,10193659,31e(i),Whisky - Scotch,17275,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193678,Grangestone Single Malt in Sherry Cask Finish,Quality Spirits International,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,40,Scotland,217140,10193659,31e(i),Whisky - Scotch,17278,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193679,Grangestone Single Malt Scotch Whisky 12YO,Quality Spirits International,Silver,,Whisky - Scotch - Single Malt - Highland - 12-13YO,,40,Scotland,217140,10193659,31e,Whisky - Scotch,17279,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193680,Grangestone Single Malt in Rum Cask Finish,Quality Spirits International,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,40,Scotland,217140,10193659,31e(i),Whisky - Scotch,17277,3405,22,,Whisky
115269,Quality Spirits International,On Line,Spirits,10193681,Grangestone Single Malt in Bourbon Cask Finish,Quality Spirits International,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,40,Scotland,217140,10193659,31e,Whisky - Scotch,17276,3405,22,,Whisky
10197574,The Scotch Malt Whisky Society Ltd,On Line,Spirits,10197579,7.152 - ‘Deeply absorbed but at ease’ Scotch Whisky,The Scotch Malt Whisky Society Ltd,Silver Outstanding,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Strength 58-59%+,,59.7,Scotland,10197575,10197576,31e(ii),Whisky - Scotch,17841,3539,22,,Whisky
10197574,The Scotch Malt Whisky Society Ltd,On Line,Spirits,10197580,35. 163 - A Playful Wrestling Match Scotch Whisky,The Scotch Malt Whisky Society Ltd,Gold,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Strength 56%,,56.4,Scotland,10197575,10197576,31e,Whisky - Scotch,17825,3539,22,,Whisky
113013,Matisse Spirits Company Ltd,On Line,Spirits,10199062,Glenwill Rum Cask Finish Highland Single Malt Scotch Whisky,Matisse Spirits Company Ltd,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,40,Scotland,10199057,10199058,31e(i),Whisky - Scotch,18246,3648,22,,Whisky
113013,Matisse Spirits Company Ltd,On Line,Spirits,10199063,Glenwill Sherry Butt Finish Highland Single Malt Scotch Whisky,Matisse Spirits Company Ltd,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,40,Scotland,10199057,10199058,31e(i),Whisky - Scotch,18244,3648,22,,Whisky
10200180,BIG Partnership,On Line,Spirits,10200185,The Famous Grouse Smoky Black,Edrington (Glasgow),Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,10200181,10200182,31a,Whisky - Scotch,18631,3719,22,,Whisky
107570,Douglas Laing & Co Ltd,On Line,Spirits,10201379,Big Peat's Pals Blended Malt Scotch Whisky ,Douglas Laing & Co Ltd,Silver,,Whisky - Scotch - Blended Malt - Islay - No Age Stated - Cask Finish,,48,Scotland,208084,10116599,31d,Whisky - Scotch,18857,3780,22,,Whisky
117110,Speyside Distillers Company Ltd,On Line,Spirits,10201407,"SPEY from Speyside Distillery ""Fumare"" Single Malt Scotch Whisky",Speyside Distillers Company Ltd,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Peated,,46,Scotland,10141162,10201403,31e,Whisky - Scotch,18661,3726,22,,Whisky
117110,Speyside Distillers Company Ltd,On Line,Spirits,10201408,"SPEY from Speyside Distillery ""Tenne"" Single Malt Scotch Whisky",Speyside Distillers Company Ltd,Bronze,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Finish,,46,Scotland,10141162,10201403,31e(i),Whisky - Scotch,18657,3726,22,,Whisky
117110,Speyside Distillers Company Ltd,On Line,Spirits,10201410,"SPEY from Speyside Distillery, 18 Years Old Single Malt Scotch Whisky",Speyside Distillers Company Ltd,Silver,,Whisky - Scotch - Single Malt - Speyside - 18 YO,,46,Scotland,10141162,10201403,31e,Whisky - Scotch,18663,3726,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201540,Dalwhinnie Winter's Gold Highland Single Malt,Smarts Communications,Gold,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,43,Scotland,218826,10143786,31e,Whisky - Scotch,17647,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201541,Oban 14 Year Old,Smarts Communications,Gold,,Whisky - Scotch - Single Malt - Highland - 14-16YO,,43,Scotland,218826,10143786,31e,Whisky - Scotch,17648,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201542,Oban Little Bay Higland Single Malt,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,43,Scotland,218826,10143786,31e,Whisky - Scotch,17649,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201543,Dalwhinnie 15 Year Old,Smarts Communications,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - 14-16YO,,43,Scotland,218826,10143786,31e,Whisky - Scotch,17642,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201545,Old Parr 12 Year Old,Smarts Communications,Silver Outstanding,,Whisky - Scotch - Blended - 12-15 YO,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17638,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201546,Haig Club Clubman,Smarts Communications,Silver,,Whisky - Scotch - Single Grain - No Age Stated,,40,Scotland,218826,10143786,31c ,Whisky - Scotch,17639,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201547,Caol Ila 12 Year Old,Smarts Communications,Silver,,Whisky - Scotch -Single Malt - Islay - 8 - 12 YO,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17640,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201548,Talisker 10 Year Old,Smarts Communications,Silver,,Whisky - Scotch -Single Malt - Island - 10 -12 YO,,45.8,Scotland,218826,10143786,31e,Whisky - Scotch,17651,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201549,Talisker Port Ruighe,Smarts Communications,Silver Outstanding,,whisky - Scotch - Single Malt - Island No No Age Stated - Cask finish,,45.8,Scotland,218826,10143786,31e,Whisky - Scotch,17654,3756,22,,whisky
116852,Smarts Communications,On Line,Spirits,10201551,The Singleton of Glendullan Master's Art Single Malt Scotch Whisky ,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Speyside - No Age Stated - Cask Finish,,40,Scotland,218826,10143786,31e(i),Whisky - Scotch,17668,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201553,The Singleton of Glen Ord Sherry,Smarts Communications,Silver Outstanding,,Whisky - Scotch - Single Malt - Highland - No Age Stated - Cask Finish,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17663,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201554,The Singleton of Glen Ord Signature Single Malt Scotch Whisky ,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Highland - No Age Stated,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17662,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201555,The Singleton of Glen Ord 15 ,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Highland - 14-16YO,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17657,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201556,The Singleton of Glen Ord 18,Smarts Communications,Gold,,Whisky - Scotch - Single Malt - Highland - 18-25YO - 40-48%,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17659,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201557,The Singleton of Glen Ord 12 Year Old,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Highland - 12-13YO,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17637,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201558,Talisker Storm,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Islands -  No Age Stated,,45.8,Scotland,218826,10143786,31e,Whisky - Scotch,17636,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201559,Johnnie Walker Aged 18 Years,Smarts Communications,Silver Outstanding,,Whisky - Scotch - Blended - 17-21 YO,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17604,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201560,Old Parr Tribute,Smarts Communications,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17622,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201561,VAT 69,Smarts Communications,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17623,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201562,Johnnie Walker Green Label 15 YO Blended Malt Scotch Whisky,Smarts Communications,Silver,,Whisky - Scotch - Blended Malt - 15-18YO,,43,Scotland,218826,10143786,31a,Whisky - Scotch,17603,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201563,Johnnie Walker Gold Label Reserve,Smarts Communications,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17602,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201564,Johhnie Walker Double Black Label,Smarts Communications,Silver Outstanding,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17583,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201565,Johnnie Walker Blue Label,Smarts Communications,Silver Outstanding,,Whisky - Scotch - Deluxe Blend - No Age Stated,,40,Scotland,218826,10143786,31b,Whisky - Scotch,17592,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201566,Johnnie Walker Black Label,Smarts Communications,Silver Outstanding,,Whisky - Scotch - Blended - 12-15 YO,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17601,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201567,Johnnie Walker Red Label,Smarts Communications,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17581,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201568,Black & White ,Smarts Communications,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17624,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201569,Haig Club,Smarts Communications,Silver,,Whisky - Scotch - Single Grain - No Age Stated,,40,Scotland,218826,10143786,31c ,Whisky - Scotch,17633,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201570,Cardhu 12 YO Single Malt Scotch Whisky,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17634,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201571,Lagavulin 16 Year Old,Smarts Communications,Silver Outstanding,,Whisky - Scotch -Single Malt - Islay - 15 - 18 YO,,43,Scotland,218826,10143786,31e,Whisky - Scotch,17635,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201572,Talisker Skye,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Islands -  No Age Stated,,45.8,Scotland,218826,10143786,31e,Whisky - Scotch,17625,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201573,White Horse,Smarts Communications,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17632,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201574,The Singleton of Dufftown 12 year old Single Malt,Smarts Communications,Silver,,Whisky - Scotch - Single Malt - Speyside - 10-13 YO,,40,Scotland,218826,10143786,31e,Whisky - Scotch,17626,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201575,Old Parr 18 Year Old,Smarts Communications,Gold,,Whisky - Scotch - Blended - 17-21 YO,,43,Scotland,218826,10143786,31a,Whisky - Scotch,17627,3756,22,,Whisky
116852,Smarts Communications,On Line,Spirits,10201576,Bell's,Smarts Communications,Silver,,Whisky - Scotch - Blended - No Age Stated,,40,Scotland,218826,10143786,31a,Whisky - Scotch,17629,3756,22,,Whisky
10202087,UNIQUE LIQUIDS GmbH,On Line,Spirits,10202093,"Malts of Scotland ""MoS Classic"" 18YO Blended Malt Scotch Whisky",UNIQUE LIQUIDS GmbH,Gold,,Whisky - Scotch - Blended Malts - 15-18YO,,46,Scotland,10202088,10202089,31d,Whisky - Scotch,18760,3773,22,,Whisky
